C,Average Error,STD Error
0.01,0.4462413473001692,0.013126552799429763
0.1,0.4438852683809502,0.012696620520793766
1.0,0.39959098469962334,0.022421158066265587
10.0,0.3378617170160747,0.013850858749958485
100.0,0.3317359118261032,0.012341896128685786
