C,Average Error,STD Error
0.01,3.499719626608614,0.8443190187318848
0.1,3.5133848843400877,0.8269577900844943
1.0,3.5133848843400877,0.8269577900844943
10.0,9.492641965535276,4.12922705203453
100.0,5.005725271773705,3.1772052607390986
