C,Average Error,STD Error
0.01,17.330845313994637,3.1719702097080993
0.1,19.307595527219778,5.039934538468474
1.0,25.176116899211653,6.999110117718041
10.0,25.762309334313468,8.1668126516183
100.0,15.971387777604997,4.598645606195811
