C,Average Error,STD Error
0.01,0.43398973692022613,0.021062871154175624
0.1,0.43172790115777904,0.020594663596005477
1.0,0.3978003647210171,0.022326679226338728
10.0,0.33531715178331645,0.018505286387374108
100.0,0.32966256237719094,0.016664258220546863
