C,Average Error,STD Error
0.01,47.34446345014772,11.99517461672303
0.1,47.34446345014772,11.99517461672303
1.0,46.995575283789705,12.026508858485478
10.0,36.628451066596924,6.9853730319511484
100.0,5.294674790426781,8.718227012749983
