C,Average Error,STD Error
0.01,41.05033998218804,1.2220546296070738
0.1,41.04525085172253,1.2470712677080622
1.0,41.09048756697154,1.1753972357320186
10.0,36.52157932682113,6.189927699947849
100.0,7.375563691881422,6.6001803949540765
