C,Average Error,STD Error
0.01,0.6700688446260195,0.0715981332874007
0.1,0.6491468638233489,0.07128708368394447
1.0,0.4229632875782796,0.05815848976124486
10.0,0.3262698087335125,0.017043686648782766
100.0,0.3418199296003621,0.20915561094646326
