Selection Ranking,Processing,Classifier,Run,Accuracy,Specificity,F1-Score,Sensitivity,Auc
AUC,Natural,Bayes_Classifier,1,0.9955257745075171,0.9922235778058843,0.9960957052037023,0.9979979880557396,0.9947312101298835
AUC,Natural,Bayes_Classifier,2,0.9955088106193941,0.9921932343532431,0.9960810869250007,0.9979907452137038,0.9947421410381065
AUC,Natural,Bayes_Classifier,3,0.9955300154795479,0.9922142573390614,0.9960989183324868,0.9980120473214548,0.9947312456430435
AUC,Natural,Bayes_Classifier,4,0.9955172925634554,0.9922129473225443,0.9960887887535804,0.9979912936627272,0.9947421743224815
AUC,Natural,Bayes_Classifier,5,0.9954706418711169,0.9921722151381198,0.9960482191377411,0.9979385670317237,0.9947460326737682
AUC,Natural,KNN_Classifier,1,0.9961916071163511,0.9913916913542448,0.9966804533183771,0.9997847557974003,0.9949346101978865
AUC,Natural,KNN_Classifier,2,0.9962340168366589,0.9914726869705526,0.9967168673569893,0.999799611284225,0.9949384324766931
AUC,Natural,KNN_Classifier,3,0.9961916071163511,0.9914407453095976,0.9966806835620747,0.9997479381574548,0.9949346402827746
AUC,Natural,KNN_Classifier,4,0.9962509807247821,0.9914983053781758,0.996732807431675,0.9998070406304063,0.9949456457968332
AUC,Natural,KNN_Classifier,5,0.9962509807247819,0.9915240187648671,0.9967314025349369,0.9997923658122453,0.994943227320736
AUC,Natural,SVM_Classifier,1,0.9967344515362921,0.9924032572485411,0.9971525700504562,0.9999776841054384,
AUC,Natural,SVM_Classifier,2,0.9967386925083229,0.9924028923106075,0.9971563274519049,0.999985188717847,
AUC,Natural,SVM_Classifier,3,0.9967386925083229,0.9924053921449086,0.9971555556403124,0.9999851074127853,
AUC,Natural,SVM_Classifier,4,0.9967344515362921,0.9923987891016294,0.997153745363749,0.9999776984154334,
AUC,Natural,SVM_Classifier,5,0.9967344515362921,0.9924019069960289,0.9971529955955794,0.9999777753083677,
AUC,PCA,Euclidean_MDC,1,0.902326173158888,0.790940533188605,0.9202962658713802,0.9856938834017859,0.7732267672641243
AUC,PCA,Euclidean_MDC,2,0.9019444856761171,0.7908323633213904,0.9199428139331729,0.985122417998342,0.7726950609814435
AUC,PCA,Euclidean_MDC,3,0.9005110371297101,0.7884373668233171,0.918812837617019,0.9844084493111751,0.7698264132887869
AUC,PCA,Euclidean_MDC,4,0.9001887232553702,0.7876851307857299,0.9185710546789985,0.9844102862562938,0.7698550369871554
AUC,PCA,Euclidean_MDC,5,0.8864861426238895,0.7775648620658432,0.906775327242212,0.9679921742074902,0.7558003097760355
AUC,PCA,Mahalanobis_MDC,1,0.9811828070993872,0.9571341178710352,0.9838017700836847,0.9991842947109981,0.9489917203499422
AUC,PCA,Mahalanobis_MDC,2,0.9811573612672024,0.9571427484386039,0.9837801920334869,0.9991320945407697,0.9488741224043127
AUC,PCA,Mahalanobis_MDC,3,0.981165843211264,0.957167604717918,0.9837857995086718,0.9991324823565091,0.9490185690152294
AUC,PCA,Mahalanobis_MDC,4,0.9811743251553257,0.9571542900837177,0.9837947782019061,0.9991549225113634,0.9488543548266832
AUC,PCA,Mahalanobis_MDC,5,0.981085264742679,0.9570499252827813,0.9837179788986985,0.9990719176474923,0.9490218787197344
AUC,PCA,LDA_Fisher_MDC,1,0.9452999427468776,0.8828691500150827,0.9540092172083261,0.9920439009273597,0.9893851637194442
AUC,PCA,LDA_Fisher_MDC,2,0.9451769545579847,0.8825216558723129,0.953911188087589,0.9921035054626126,0.9893757882035908
AUC,PCA,LDA_Fisher_MDC,3,0.9452617739986005,0.882767028372602,0.9539774118310781,0.992049090367631,0.989391456888211
AUC,PCA,LDA_Fisher_MDC,4,0.945431412879832,0.8831384315721766,0.9541246019954871,0.9920433109835021,0.9893949660711865
AUC,PCA,LDA_Fisher_MDC,5,0.9452193642782925,0.8826609987332157,0.9539462252830673,0.9920498328217239,0.9893680644839834
AUC,PCA,Bayes_Classifier,1,0.9348756334951972,0.8510905298353224,0.9460072855198989,0.9976053040036325,0.9919732989778848
AUC,PCA,Bayes_Classifier,2,0.9339468606204541,0.8487896015185715,0.9452880168606177,0.9976784605556146,0.9919307886433125
AUC,PCA,Bayes_Classifier,3,0.9345575605928879,0.85032647016704,0.9457624377837609,0.9976277393419857,0.9919269333167484
AUC,PCA,Bayes_Classifier,4,0.9338365953476536,0.8485901557839497,0.9452020856993141,0.9976414170461998,0.9919725569463044
AUC,PCA,Bayes_Classifier,5,0.9338578002078076,0.8485895165116769,0.9452242471404144,0.9976786906099852,0.9919412918396789
AUC,PCA,KNN_Classifier,1,0.9979431285650671,0.9972870436207586,0.9982017982634644,0.9984354343978412,0.9941730230981413
AUC,PCA,KNN_Classifier,2,0.9978201403761743,0.9971180927461656,0.9980941579519087,0.9983458817344019,0.9941284358864351
AUC,PCA,KNN_Classifier,3,0.9979219237049131,0.9972950273729222,0.9981838760856319,0.9983912030073162,0.9941510148628858
AUC,PCA,KNN_Classifier,4,0.9979176827328825,0.9972745522630694,0.9981799178983092,0.9983977015936709,0.9941542679207444
AUC,PCA,KNN_Classifier,5,0.9979261646769441,0.9972367676594726,0.9981873872538541,0.9984432135721532,0.9941768714649118
AUC,PCA,SVM_Classifier,1,0.9973324285926333,0.9970881639031386,0.997667238878502,0.9975158221023472,
AUC,PCA,SVM_Classifier,2,0.997319705676541,0.9970480190515639,0.9976560154654781,0.9975227602986363,
AUC,PCA,SVM_Classifier,3,0.9972560910960793,0.9969809237144736,0.9976005339833124,0.9974650799489837,
AUC,PCA,SVM_Classifier,4,0.9973154647045103,0.9970760749609386,0.9976525956247027,0.9974929055997869,
AUC,PCA,SVM_Classifier,5,0.9973621153968489,0.9970484278547985,0.997693238272868,0.9975971580216745,
AUC,LDA,Euclidean_MDC,1,0.9669289001039039,0.9227528773273592,0.9718978197537405,1.0,0.9938755241234781
AUC,LDA,Euclidean_MDC,2,0.9669289001039036,0.9227498247858594,0.9718989895478458,1.0,0.9938768273868044
AUC,LDA,Euclidean_MDC,3,0.966924659131873,0.9227285225577235,0.9718969482889624,1.0,0.9938712120774442
AUC,LDA,Euclidean_MDC,4,0.9669373820479652,0.9227693493744127,0.9719061770530175,1.0,0.9938768013300169
AUC,LDA,Euclidean_MDC,5,0.9669204181598422,0.9227266689662008,0.9718918034878223,1.0,0.9938751568781383
AUC,LDA,Mahalanobis_MDC,1,0.9918361288407302,0.9896787851441259,0.9928656936807568,0.993451288626091,0.9938775246584245
AUC,LDA,Mahalanobis_MDC,2,0.991759791344176,0.989677179305113,0.9927985810520038,0.9933179900961656,0.9938712753499167
AUC,LDA,Mahalanobis_MDC,3,0.991882779533069,0.9897271356924309,0.9929073722930021,0.9934974161298078,0.9938750642854994
AUC,LDA,Mahalanobis_MDC,4,0.9918658156449458,0.9896483716151542,0.9928926639225457,0.9935263872872533,0.993875767338347
AUC,LDA,Mahalanobis_MDC,5,0.9918488517568227,0.9897247556155332,0.9928751541297067,0.9934321597195597,0.9938708113250436
AUC,LDA,Bayes_Classifier,1,0.9916028753790368,0.983447057702689,0.9926954073778461,0.9977088025635531,0.9944386443482132
AUC,LDA,Bayes_Classifier,2,0.9915095739943596,0.9832813489191237,0.9926140580734863,0.9976718941670886,0.9944388924673013
AUC,LDA,Bayes_Classifier,3,0.9915519837146674,0.9833814164639705,0.9926521786871108,0.9976630532170846,0.9944381913828909
AUC,LDA,Bayes_Classifier,4,0.9915731885748214,0.983356190053825,0.9926698257919881,0.9977228643977529,0.9944397527486832
AUC,LDA,Bayes_Classifier,5,0.9915816705188829,0.9833251083528367,0.9926780941739086,0.9977601013885795,0.9944405565794575
AUC,LDA,KNN_Classifier,1,0.9935494815411692,0.9876365062496927,0.9943810187043989,0.9979760778513498,0.9948120852837674
AUC,LDA,KNN_Classifier,2,0.9936258190377234,0.987756520196643,0.994446346268855,0.998019151344869,0.9948049234643942
AUC,LDA,KNN_Classifier,3,0.9936300600097543,0.9878360660087913,0.9944500780271598,0.9979681423928503,0.9947962635355024
AUC,LDA,KNN_Classifier,4,0.9935325176530461,0.987587630100412,0.994365783255789,0.9979834272801629,0.9948014002381891
AUC,LDA,KNN_Classifier,5,0.9936724697300621,0.9876843048593491,0.9944891011967967,0.9981538591104133,0.9948166502103367
AUC,LDA,SVM_Classifier,1,0.9936427829258466,0.9874877092361455,0.994463190941447,0.9982500304884047,
AUC,LDA,SVM_Classifier,2,0.9936385419538158,0.987486692885463,0.9944597573076921,0.9982430311805504,
AUC,LDA,SVM_Classifier,3,0.9936343009817851,0.9874694097971275,0.9944556718026885,0.9982502347386525,
AUC,LDA,SVM_Classifier,4,0.9936470238978774,0.9874989898558233,0.9944664784596929,0.998249935637247,
AUC,LDA,SVM_Classifier,5,0.9936512648699081,0.9874792758992431,0.9944705699193934,0.9982723847465083,
