K,Average Error,STD Error
1,0.06135229505647599,0.010256496216920643
3,0.07690241592332558,0.008415655333626154
5,0.09414891361200883,0.01285097971683318
7,0.11280905865223012,0.015928487562451507
9,0.1317519331627537,0.01664025668393903
11,0.15210845502481085,0.017737753874222967
13,0.16907222324318738,0.01688347149587504
15,0.18801509775371317,0.013291292524397015
