K,Average Error,STD Error
1,1.0610837020596864,0.025329152410324494
3,0.7339657049152515,0.019839471627078654
5,0.6768543519133741,0.022818913215036773
7,0.6624351489277491,0.014869527465532268
9,0.6590423952840707,0.008358470150324322
11,0.6511259701154937,0.011008310738875008
13,0.6587596658137662,0.014745365142742951
15,0.6601733131652998,0.01509362339307962
