K,Average Error,STD Error
1,0.5374687230523478,0.035978922010405985
3,0.39186304584458487,0.02129686830208886
5,0.3859257269681482,0.016678642563512168
7,0.3978003647210193,0.018423030642382265
9,0.40769589618173896,0.020864592066606968
11,0.4167432392315429,0.018762674081381842
13,0.42381147598919977,0.020532467414429097
15,0.43087971274685666,0.01757476952506641
