K,Average Error,STD Error
1,0.08312246427006453,0.018134401346727166
3,0.10574082189456879,0.0193085806459951
5,0.14023381727194417,0.016712157883068974
7,0.16285217489645065,0.013422951945004544
9,0.18236050834758988,0.017769271674715727
11,0.1936696871598409,0.019750631698579827
13,0.21515712690312272,0.021520894820660143
15,0.2309899772402768,0.02000398416862937
