K,Average Error,STD Error
1,1.0592930820810809,0.013962625416464345
3,0.7402799964187615,0.007052512073536571
5,0.6846765339251845,0.006357048475490215
7,0.6695976288421742,0.006957417671644188
9,0.6630006078683581,0.00807966760414396
11,0.6564035868945458,0.008188857253182958
13,0.6677127657067997,0.011619076705391149
15,0.6662991183552699,0.011789815145061174
