K,Average Error,STD Error
1,0.337861717016071,0.06169508608279613
3,0.36330736934364244,0.0603193015929895
5,0.38922423745505846,0.06595674505594654
7,0.4245654212433503,0.07279330691632484
9,0.46367633130239466,0.07937433711351469
11,0.4943053572522486,0.08173386849644558
13,0.5150388517413784,0.0835634466519076
15,0.5404845040689462,0.08215657664274793
