K,Average Error,STD Error
1,0.5447254461235432,0.020978365813815927
3,0.3887530216712139,0.023570211623764877
5,0.3868681585358358,0.017326393560226444
7,0.39770612156424895,0.019734886075450493
9,0.4085440845926584,0.021062871154176665
11,0.4179684002695379,0.019360031085326992
13,0.4250366370271948,0.021356006716947488
15,0.43257608956869625,0.019991992569490035
